episode,reward,steps,choosen_moves,random_moves
1027,3636,754,553,201
1028,3007,536,394,142
1029,2816,550,399,151
1030,1447,256,190,66
1031,4903,879,648,231
1032,2641,538,395,143
1033,3528,714,524,190
1034,1704,306,230,76
1035,4028,3012,2275,737
1036,2535,401,293,108
1037,3377,666,512,154
1038,1397,392,303,89
1039,1960,388,271,117
1040,3737,673,499,174
1041,2684,523,390,133
1042,1482,281,198,83
1043,2031,307,232,75
1044,2382,535,387,148
1045,3980,2932,2200,732
1046,1470,272,206,66
1047,2572,445,311,134
1048,2947,546,388,158
1049,2916,424,305,119
1050,1851,339,253,86
1051,3415,612,446,166
1052,4898,892,677,215
1053,1535,290,206,84
1054,3268,564,415,149
1055,2081,369,289,80
1056,1464,286,218,68
1057,1450,288,213,75
1058,5638,2193,1652,541
1059,5090,940,710,230
1060,1535,315,235,80
1061,2391,396,295,101
1062,1431,284,206,78
1063,4125,1434,1078,356
1064,3333,610,459,151
1065,1450,249,189,60
1066,3491,566,425,141
1067,4893,3313,2511,802
1068,4585,829,638,191
1069,1484,243,178,65
1070,2654,452,339,113
1071,2992,622,460,162
1072,3115,650,489,161
1073,1667,252,199,53
1074,2400,460,345,115
1075,1967,447,343,104
1076,2617,391,280,111
1077,2004,470,345,125
1078,3832,2904,2184,720
1079,5315,879,681,198
1080,2486,521,358,163
1081,1536,335,248,87
1082,4949,3209,2425,784
1083,2201,384,299,85
1084,2498,489,355,134
1085,4257,2919,2186,733
1086,2855,494,367,127
1087,2468,503,395,108
1088,2265,340,257,83
1089,1447,225,161,64
1090,3223,677,479,198
1091,1555,269,204,65
1092,3930,702,540,162
1093,5881,1039,762,277
1094,1878,361,258,103
1095,4030,785,597,188
1096,1928,306,217,89
1097,2701,478,377,101
1098,3323,5113,3869,1244
1099,4393,3067,2293,774
1100,2983,561,418,143
1101,3782,624,474,150
1102,4282,807,588,219
1103,4524,760,559,201
1104,4691,3100,2321,779
1105,3282,477,346,131
1106,2123,360,274,86
1107,1828,252,188,64
1108,3888,627,481,146
1109,1465,233,174,59
1110,2849,439,338,101
1111,2795,490,382,108
1112,3321,754,562,192
1113,2519,432,320,112
1114,5642,1124,846,278
1115,4059,849,650,199
1116,3845,681,531,150
1117,1711,284,222,62
1118,1560,239,188,51
1119,2708,514,379,135
1120,5062,3397,2531,866
1121,5272,1116,835,281
1122,2513,449,337,112
1123,2441,342,256,86
1124,2499,462,344,118
1125,1479,438,320,118
1126,1466,281,218,63
1127,3543,587,438,149
1128,2958,638,477,161
1129,2687,492,360,132
1130,2092,342,247,95
1131,4517,3079,2282,797
1132,2455,433,308,125
1133,3531,640,473,167
1134,1933,386,299,87
1135,4913,960,709,251
1136,2586,387,301,86
1137,3183,2884,2127,757
1138,6208,995,754,241
1139,1473,247,183,64
1140,1563,364,284,80
1141,1553,246,185,61
1142,3195,640,458,182
1143,3695,511,401,110
1144,5835,904,669,235
1145,1436,297,232,65
1146,3959,733,562,171
1147,2691,571,420,151
1148,2341,401,291,110
1149,2178,349,262,87
1150,3652,625,465,160
1151,1795,284,210,74
1152,1843,272,207,65
1153,3455,635,470,165
1154,2101,399,285,114
1155,1935,429,322,107
1156,2439,455,351,104
1157,3949,3044,2274,770
1158,2834,433,315,118
1159,2738,531,398,133
1160,2548,404,295,109
1161,5139,988,727,261
1162,1970,327,251,76
1163,4255,790,612,178
1164,3057,492,377,115
1165,3292,557,433,124
1166,2918,651,481,170
1167,3342,660,501,159
1168,3386,634,449,185
1169,1445,266,202,64
1170,5753,1013,768,245
1171,3354,642,479,163
1172,2415,383,288,95
1173,5101,1113,851,262
1174,2341,407,301,106
1175,5613,1718,1286,432
1176,1768,371,264,107
1177,1424,273,216,57
1178,2533,406,306,100
1179,1757,332,252,80
1180,2053,386,280,106
1181,1844,361,270,91
1182,3398,570,434,136
1183,2056,299,225,74
1184,2057,383,288,95
1185,2292,439,323,116
1186,4457,829,621,208
1187,2841,473,356,117
1188,3062,525,370,155
1189,2669,455,334,121
1190,3304,2768,2106,662
1191,4029,2997,2272,725
1192,5325,3744,2824,920
1193,2033,335,232,103
1194,4603,823,615,208
1195,1459,247,194,53
1196,2452,527,399,128
1197,1540,296,217,79
1198,3348,530,401,129
1199,2798,368,275,93
1200,3919,3040,2256,784
1201,2753,597,448,149
1202,2691,461,350,111
1203,3980,778,595,183
1204,1543,240,179,61
1205,3423,653,487,166
1206,3325,5175,3839,1336
1207,2411,419,331,88
1208,5241,893,668,225
1209,2463,421,311,110
1210,5087,860,661,199
1211,5415,1093,809,284
1212,2024,387,289,98
1213,4294,792,591,201
1214,2348,395,301,94
1215,3303,2788,2085,703
1216,1968,292,224,68
1217,1540,287,194,93
1218,2711,460,361,99
1219,5434,1846,1393,453
1220,2582,599,453,146
1221,2752,453,360,93
1222,5186,1039,793,246
1223,4716,3076,2286,790
1224,2059,288,217,71
1225,4290,3038,2266,772
1226,1534,269,209,60
1227,3018,496,364,132
1228,1537,286,221,65
1229,1444,219,158,61
1230,1540,257,192,65
1231,3560,744,565,179
1232,2225,473,349,124
1233,1455,219,172,47
1234,2771,595,450,145
1235,4885,1791,1323,468
1236,1477,228,158,70
1237,2131,373,288,85
1238,2686,462,352,110
1239,3055,551,409,142
1240,1424,230,166,64
1241,2956,558,416,142
1242,1482,253,190,63
1243,3717,654,492,162
1244,3226,508,368,140
1245,2472,479,355,124
1246,2795,513,391,122
1247,2916,546,410,136
1248,4031,650,473,177
1249,3171,622,464,158
1250,3413,2874,2162,712
1251,3102,525,392,133
1252,2868,477,371,106
1253,1456,203,149,54
1254,2351,495,362,133
1255,4695,796,588,208
1256,3303,582,447,135
1257,2480,442,325,117
1258,3422,548,410,138
1259,5147,960,726,234
1260,4941,824,618,206
1261,3932,697,525,172
1262,5164,944,707,237
1263,3063,445,343,102
1264,5092,1932,1450,482
1265,3503,630,482,148
1266,3911,597,446,151
1267,3029,386,291,95
1268,1481,271,192,79
1269,1972,352,262,90
1270,3473,594,451,143
1271,2790,462,333,129
1272,2396,435,336,99
1273,2866,555,409,146
1274,1457,265,189,76
1275,3803,615,458,157
1276,2778,497,365,132
1277,2890,601,449,152
1278,3643,582,430,152
1279,3458,728,553,175
1280,2268,351,265,86
1281,1776,342,264,78
1282,2607,424,320,104
1283,1440,254,203,51
1284,4499,848,636,212
1285,3396,709,538,171
1286,5286,821,625,196
1287,4657,3062,2336,726
1288,4814,3116,2336,780
1289,5036,845,643,202
1290,2001,365,276,89
1291,1565,267,202,65
1292,2306,431,327,104
1293,3055,485,358,127
1294,1660,337,246,91
1295,2237,537,392,145
1296,2662,491,358,133
1297,3759,616,458,158
1298,4012,683,505,178
1299,4049,718,545,173
1300,2473,468,356,112
1301,2802,485,371,114
1302,2409,433,319,114
1303,2045,370,264,106
1304,1107,193,149,44
1305,2508,536,389,147
1306,3453,609,461,148
1307,2390,497,345,152
1308,2759,569,433,136
1309,2807,521,379,142
1310,2624,435,317,118
1311,3236,590,471,119
1312,2577,521,397,124
1313,1465,307,223,84
1314,4429,647,487,160
1315,4404,2938,2233,705
1316,1922,334,239,95
1317,4998,3322,2434,888
1318,2327,471,348,123
1319,4919,758,578,180
1320,4948,953,715,238
1321,2591,393,286,107
1322,2654,519,391,128
1323,4258,5262,3967,1295
1324,1450,251,195,56
1325,2513,406,310,96
1326,1455,261,202,59
1327,2024,343,243,100
1328,4414,3169,2344,825
1329,3359,2826,2107,719
1330,2501,485,343,142
1331,2369,418,330,88
1332,1460,245,193,52
1333,2411,435,326,109
1334,2652,483,351,132
1335,2893,428,317,111
1336,2788,470,347,123
1337,3376,518,385,133
1338,1435,277,218,59
1339,1841,347,271,76
1340,2884,578,410,168
1341,2477,389,310,79
1342,1839,333,242,91
1343,1670,266,195,71
1344,5681,1015,763,252
1345,2613,569,434,135
1346,3021,494,364,130
1347,1853,462,337,125
1348,1913,392,279,113
1349,1413,238,184,54
1350,2237,404,300,104
1351,1456,294,232,62
1352,4795,868,642,226
1353,3771,3021,2240,781
1354,2433,417,331,86
1355,3018,515,391,124
1356,3392,5103,3837,1266
1357,1541,293,222,71
1358,5813,1305,975,330
1359,1518,250,190,60
1360,1745,253,188,65
1361,2307,434,328,106
1362,2939,573,427,146
1363,3366,540,418,122
1364,2810,503,384,119
1365,5722,1383,1028,355
1366,3636,655,489,166
1367,1454,258,186,72
1368,3003,567,406,161
1369,2226,367,271,96
1370,4474,1663,1243,420
1371,1539,326,255,71
1372,2910,618,470,148
1373,3152,438,337,101
1374,3175,611,443,168
1375,3517,669,505,164
1376,2461,453,349,104
1377,2027,387,290,97
1378,2705,524,399,125
1379,2763,590,442,148
1380,2524,442,343,99
1381,5171,940,726,214
1382,3918,611,447,164
1383,4373,3213,2415,798
1384,1816,329,254,75
1385,5038,846,648,198
1386,2762,468,349,119
1387,3352,599,468,131
1388,3331,532,405,127
1389,3190,624,476,148
1390,3135,566,423,143
1391,4981,932,696,236
1392,3379,619,459,160
1393,2051,368,288,80
1394,1995,396,298,98
1395,4690,925,690,235
1396,3224,486,364,122
1397,2716,413,327,86
1398,3195,538,387,151
1399,1509,306,230,76
1400,2690,488,369,119
1401,3077,521,386,135
1402,4795,822,652,170
1403,729,119,95,24
1404,3441,565,412,153
1405,1836,332,255,77
1406,4846,1437,1061,376
1407,5034,861,648,213
1408,5946,1157,879,278
1409,3008,568,427,141
1410,1562,223,167,56
1411,2560,424,312,112
1412,3008,588,432,156
1413,3986,785,581,204
1414,2025,328,247,81
1415,2544,499,358,141
1416,2454,534,404,130
1417,3311,514,383,131
1418,2901,612,455,157
1419,4293,3086,2291,795
1420,1584,324,243,81
1421,5942,1790,1347,443
1422,1911,318,237,81
1423,2046,336,260,76
1424,3800,2924,2178,746
1425,1571,305,231,74
1426,3468,573,417,156
1427,4824,3244,2478,766
1428,2420,418,308,110
1429,4574,972,729,243
1430,2665,435,341,94
1431,5296,1664,1237,427
1432,2479,425,315,110
1433,2372,442,333,109
1434,3036,523,381,142
1435,4420,727,546,181
1436,2217,493,353,140
1437,1641,245,178,67
1438,4505,3025,2304,721
1439,1438,245,192,53
1440,3299,517,405,112
1441,3460,561,397,164
1442,1955,313,232,81
1443,2580,455,346,109
1444,2833,444,350,94
1445,2328,505,361,144
1446,4613,785,578,207
1447,2036,389,289,100
1448,2464,465,330,135
1449,4970,2748,2060,688
1450,1938,400,317,83
1451,4558,3038,2281,757
1452,2506,476,358,118
1453,2457,507,388,119
1454,2064,369,269,100
1455,4775,759,556,203
1456,3438,591,440,151
1457,1546,251,195,56
1458,4649,3147,2356,791
1459,5191,756,569,187
1460,2029,354,257,97
1461,4821,852,639,213
1462,2710,561,413,148
1463,1434,312,238,74
1464,1440,251,191,60
1465,2239,389,303,86
1466,1685,303,217,86
1467,3184,613,467,146
1468,2045,338,260,78
1469,5357,1091,809,282
1470,2683,400,306,94
1471,1442,256,190,66
1472,2493,401,302,99
1473,1977,312,227,85
1474,1449,252,182,70
1475,5872,2253,1682,571
1476,4961,1433,1047,386
1477,1539,325,220,105
1478,2760,601,462,139
1479,1424,255,190,65
1480,2447,412,310,102
1481,4613,1047,767,280
1482,3021,522,379,143
1483,3662,550,428,122
1484,3842,595,464,131
1485,1435,259,207,52
1486,2845,480,352,128
1487,1985,335,264,71
1488,3929,3069,2309,760
1489,2420,435,335,100
1490,2011,412,316,96
1491,4527,889,663,226
1492,3873,701,521,180
1493,2659,489,360,129
1494,2395,578,432,146
1495,1799,352,281,71
1496,1544,303,217,86
1497,1958,362,268,94
1498,1972,365,272,93
1499,2755,567,421,146
1500,2210,416,302,114
1501,1947,446,346,100
1502,1535,329,226,103
1503,1647,263,205,58
1504,2758,494,390,104
1505,5218,969,713,256
1506,2405,435,323,112
1507,3369,600,434,166
1508,3807,601,452,149
1509,3163,711,519,192
1510,4264,657,495,162
1511,2387,513,373,140
1512,3004,482,376,106
1513,3317,582,443,139
1514,3135,636,476,160
1515,4343,684,506,178
1516,2045,293,212,81
1517,5600,1200,880,320
1518,2709,538,405,133
1519,3459,617,482,135
1520,1921,309,235,74
1521,5191,3540,2604,936
1522,2134,365,298,67
1523,3675,644,488,156
1524,3224,594,449,145
1525,3040,562,423,139
1526,2748,558,413,145
1527,2737,535,406,129
1528,1703,263,205,58
1529,5307,2157,1589,568
1530,2811,536,402,134
1531,3212,643,471,172
1532,2473,371,267,104
1533,1997,358,269,89
1534,3209,684,483,201
1535,3089,537,386,151
1536,2417,355,266,89
1537,4730,1054,782,272
1538,3704,666,527,139
1539,4646,849,636,213
1540,2869,595,434,161
1541,1952,323,234,89
1542,4059,2963,2227,736
1543,2324,494,376,118
1544,1647,264,199,65
1545,2949,548,414,134
1546,1444,291,225,66
1547,5812,962,713,249
1548,1394,351,262,89
1549,1549,284,231,53
1550,2447,527,388,139
1551,3933,2919,2160,759
1552,3832,753,550,203
1553,3667,5334,3954,1380
1554,3878,1926,1424,502
1555,3765,599,434,165
1556,2970,451,330,121
1557,2771,577,439,138
1558,2747,468,345,123
1559,2643,622,474,148
1560,3500,573,445,128
1561,4707,854,637,217
1562,2404,383,277,106
1563,3409,511,396,115
1564,3371,5165,3905,1260
1565,2854,454,340,114
1566,3279,2803,2123,680
1567,3958,592,449,143
1568,2808,481,356,125
1569,2975,486,364,122
1570,2993,493,380,113
1571,3061,542,404,138
1572,2514,532,390,142
1573,2014,353,266,87
1574,4041,730,548,182
1575,2591,475,353,122
1576,1943,422,308,114
1577,4620,1188,886,302
1578,4736,2990,2240,750
1579,1461,244,185,59
1580,1805,320,247,73
1581,3651,685,495,190
1582,6040,1925,1467,458
1583,1434,281,229,52
1584,3322,685,503,182
1585,2916,490,366,124
1586,2867,536,390,146
1587,2470,434,322,112
1588,5408,2178,1624,554
1589,4777,3117,2358,759
1590,2661,601,443,158
1591,4565,808,614,194
1592,2911,622,467,155
1593,4137,3233,2434,799
1594,2761,392,287,105
1595,4584,754,568,186
1596,1425,251,187,64
1597,1816,278,212,66
1598,4051,3016,2308,708
1599,1468,251,183,68
1600,1543,213,164,49
1601,2787,623,456,167
1602,2553,451,326,125
1603,2436,485,370,115
1604,2723,489,375,114
1605,1916,290,216,74
1606,2804,489,369,120
1607,3767,2913,2167,746
1608,2431,500,353,147
1609,5362,1088,797,291
1610,1462,217,170,47
1611,3055,548,376,172
1612,3012,475,346,129
1613,1956,305,232,73
1614,4600,3269,2460,809
1615,4485,803,601,202
1616,2464,410,309,101
1617,2003,374,293,81
1618,1449,290,212,78
1619,4497,3187,2400,787
1620,3368,668,507,161
1621,1898,354,269,85
1622,3774,3042,2260,782
1623,2264,347,275,72
1624,3421,542,414,128
1625,4330,821,594,227
1626,2077,284,203,81
1627,3204,591,452,139
1628,2527,449,334,115
1629,2379,387,280,107
1630,3360,684,523,161
1631,2374,440,310,130
1632,2920,547,421,126
1633,2667,521,410,111
1634,2506,366,279,87
1635,2681,498,381,117
1636,2940,617,455,162
1637,2836,449,333,116
1638,2612,493,366,127
1639,1993,339,247,92
1640,4909,986,747,239
1641,2735,464,331,133
1642,5354,1561,1159,402
1643,4572,3065,2318,747
1644,4462,3069,2280,789
1645,2045,446,335,111
1646,4936,3197,2362,835
1647,3465,585,444,141
1648,2193,438,332,106
1649,3251,520,401,119
1650,2807,555,419,136
1651,1451,357,257,100
1652,4476,857,643,214
1653,3811,685,525,160
1654,2711,576,426,150
1655,2382,477,344,133
1656,3638,5191,3906,1285
1657,3330,600,450,150
1658,2505,378,280,98
1659,3107,603,452,151
1660,3098,559,420,139
1661,4110,775,578,197
1662,1450,256,202,54
1663,2428,335,264,71
1664,5134,976,741,235
1665,3068,464,343,121
1666,1967,384,280,104
1667,3253,544,404,140
1668,3210,615,457,158
1669,2599,413,311,102
1670,2250,334,259,75
1671,4339,794,601,193
1672,2655,514,381,133
1673,2035,280,206,74
1674,3722,2963,2250,713
1675,3439,597,441,156
1676,1481,230,161,69
1677,1696,307,239,68
1678,4493,794,582,212
1679,2510,435,335,100
1680,1433,305,231,74
1681,1580,342,255,87
1682,2392,439,331,108
1683,3233,496,390,106
1684,3361,663,496,167
1685,1700,317,243,74
1686,2406,391,284,107
1687,2386,392,303,89
1688,2253,424,322,102
1689,2795,463,330,133
1690,4473,766,590,176
1691,1514,299,223,76
1692,2051,398,287,111
1693,4442,786,585,201
1694,2150,404,302,102
1695,1555,242,187,55
1696,1657,310,247,63
1697,2836,495,368,127
1698,2047,366,270,96
1699,3133,623,467,156
1700,2135,568,412,156
1701,2468,418,304,114
1702,1443,274,200,74
1703,2722,474,363,111
1704,1876,337,254,83
1705,2766,627,474,153
1706,2315,364,280,84
1707,3089,2816,2119,697
1708,4488,806,620,186
1709,2486,384,283,101
1710,3197,624,471,153
1711,1454,265,190,75
1712,2779,450,360,90
1713,2554,481,372,109
1714,2495,582,428,154
1715,2421,460,352,108
1716,1535,311,233,78
1717,3996,845,624,221
1718,3507,635,484,151
1719,3453,2850,2175,675
1720,2408,386,302,84
1721,1817,325,232,93
1722,2859,542,392,150
1723,1883,392,291,101
1724,3365,663,504,159
1725,5526,1146,847,299
1726,1555,251,191,60
1727,1654,276,203,73
1728,4954,903,664,239
1729,2762,543,388,155
1730,4699,2549,1926,623
1731,1828,349,248,101
1732,1471,300,210,90
1733,2646,595,437,158
1734,2663,502,380,122
1735,2509,411,320,91
1736,1429,371,281,90
1737,1875,328,244,84
1738,1078,168,136,32
1739,4938,880,656,224
1740,4821,807,606,201
1741,4969,728,553,175
1742,3358,579,416,163
1743,3127,512,386,126
1744,2590,456,355,101
1745,2008,377,265,112
1746,2415,385,295,90
1747,1555,255,189,66
1748,2547,431,316,115
1749,2326,394,298,96
1750,2525,500,369,131
1751,3199,561,414,147
1752,1453,265,196,69
1753,1690,280,211,69
1754,2992,585,445,140
1755,2983,653,487,166
1756,3000,520,381,139
1757,2528,410,323,87
1758,2698,496,368,128
1759,1686,310,231,79
1760,2699,500,375,125
1761,2783,535,391,144
1762,2425,468,364,104
1763,2009,399,299,100
1764,1469,275,213,62
1765,3289,2900,2178,722
1766,3837,517,382,135
1767,2926,541,403,138
1768,3074,457,336,121
1769,2010,352,271,81
1770,2114,441,318,123
1771,2839,558,419,139
1772,2561,424,320,104
1773,2731,491,360,131
1774,3140,486,383,103
1775,1960,319,248,71
1776,2782,493,390,103
1777,3275,512,384,128
1778,2828,508,369,139
1779,3121,602,440,162
1780,2611,445,335,110
1781,2775,523,412,111
1782,3313,503,379,124
1783,1585,235,185,50
1784,2429,454,337,117
1785,1532,313,247,66
1786,2163,316,236,80
1787,1552,255,185,70
1788,3746,645,463,182
1789,2425,373,283,90
1790,4945,824,607,217
1791,2864,474,367,107
1792,2845,498,386,112
1793,3461,2897,2195,702
1794,2223,449,337,112
1795,2514,474,369,105
1796,2052,354,276,78
1797,1444,240,184,56
1798,2868,429,323,106
1799,3835,666,512,154
1800,2233,402,293,109
1801,5218,1744,1319,425
1802,3006,584,438,146
1803,2536,501,368,133
1804,2549,454,321,133
1805,2078,326,240,86
1806,3063,534,408,126
1807,2454,487,369,118
1808,4908,3114,2344,770
1809,2216,358,262,96
1810,4535,2979,2285,694
1811,5204,1458,1094,364
1812,4084,786,580,206
1813,3009,438,327,111
1814,3023,507,386,121
1815,3077,558,410,148
1816,3042,506,376,130
1817,2557,449,353,96
1818,2555,456,340,116
1819,4636,3143,2407,736
1820,4221,750,579,171
1821,4754,1717,1283,434
1822,3620,704,536,168
1823,2392,403,303,100
1824,3525,589,455,134
1825,5537,1099,814,285
1826,1477,242,165,77
1827,1415,293,216,77
1828,1826,291,206,85
1829,1804,284,214,70
1830,2845,473,368,105
1831,4849,3111,2392,719
1832,2798,514,390,124
1833,2014,393,302,91
1834,3513,677,504,173
1835,1792,349,261,88
1836,2494,465,360,105
1837,2510,510,380,130
1838,3081,547,408,139
1839,2432,473,358,115
1840,2754,544,405,139
1841,2510,428,318,110
1842,3018,566,437,129
1843,2034,377,285,92
1844,3408,594,449,145
1845,2598,496,381,115
1846,2980,573,443,130
1847,1541,310,244,66
1848,2698,495,363,132
1849,2076,367,278,89
1850,1421,305,235,70
1851,4330,2940,2239,701
1852,3253,515,381,134
1853,2243,445,328,117
1854,4805,3128,2363,765
1855,3403,608,483,125
1856,2048,362,272,90
1857,5625,1107,847,260
1858,2779,464,327,137
1859,3369,664,495,169
1860,2123,373,285,88
1861,2531,522,387,135
1862,3478,550,413,137
1863,2927,481,376,105
1864,2404,422,314,108
1865,1497,245,190,55
1866,2414,388,293,95
1867,2445,375,260,115
1868,1552,284,209,75
1869,1455,258,192,66
1870,3249,651,490,161
1871,4553,3123,2372,751
1872,1456,304,218,86
1873,3816,525,385,140
1874,1956,379,284,95
1875,5134,817,610,207
1876,2798,488,377,111
1877,2805,426,323,103
1878,5848,2411,1776,635
1879,2216,355,272,83
1880,2059,428,324,104
1881,3743,652,497,155
1882,2432,440,317,123
1883,3648,704,524,180
1884,3026,597,443,154
1885,4042,663,501,162
1886,4046,623,482,141
1887,3199,525,394,131
1888,2111,435,334,101
1889,3670,635,456,179
1890,2041,437,330,107
1891,3328,537,423,114
1892,1839,325,237,88
1893,3090,561,435,126
1894,4447,1901,1430,471
1895,2453,498,372,126
1896,3016,554,409,145
1897,6280,1307,995,312
1898,2584,426,308,118
1899,2738,517,395,122
1900,1768,379,278,101
1901,6133,1137,853,284
1902,2040,393,296,97
1903,2561,452,342,110
1904,2059,345,274,71
1905,3855,604,456,148
1906,2812,548,418,130
1907,6199,1006,783,223
1908,3560,560,417,143
1909,2168,519,386,133
1910,2790,461,334,127
1911,3285,5139,3830,1309
1912,3998,910,672,238
1913,1537,297,228,69
1914,1533,238,172,66
1915,1440,251,182,69
1916,1894,297,235,62
1917,2646,544,402,142
1918,2628,433,333,100
1919,3358,626,459,167
1920,1433,275,213,62
1921,4425,4819,3588,1231
1922,2430,385,276,109
1923,3481,633,470,163
1924,2010,283,211,72
1925,4322,3051,2265,786
1926,2504,410,331,79
1927,3332,2908,2157,751
1928,2428,459,339,120
1929,3552,563,416,147
1930,3875,732,553,179
1931,2336,430,313,117
1932,1539,270,211,59
1933,2987,481,351,130
1934,1455,292,221,71
1935,2606,420,304,116
1936,1454,214,158,56
1937,3252,7395,5557,1838
1938,3065,521,394,127
1939,2337,502,388,114
1940,1975,266,204,62
1941,3836,2813,2113,700
1942,2396,372,284,88
1943,5156,849,644,205
1944,4943,887,666,221
1945,1457,208,152,56
1946,3877,5214,3920,1294
1947,2574,468,337,131
1948,4773,1964,1492,472
1949,2724,453,317,136
1950,3037,622,464,158
1951,1452,221,163,58
1952,1439,299,228,71
1953,2414,445,339,106
1954,2455,399,299,100
1955,2528,492,363,129
1956,3245,568,413,155
1957,4889,3083,2303,780
1958,2499,448,360,88
1959,3648,575,435,140
1960,3197,562,407,155
1961,2656,452,347,105
1962,1475,254,194,60
1963,5148,837,611,226
1964,4129,2955,2211,744
1965,2464,504,372,132
1966,3450,569,421,148
1967,3613,4639,3421,1218
1968,4247,859,645,214
1969,3017,473,342,131
1970,4436,4336,3289,1047
1971,1465,239,173,66
1972,2154,359,275,84
1973,3590,592,450,142
1974,4811,791,584,207
1975,1991,285,203,82
1976,1433,270,209,61
1977,4410,3891,2938,953
1978,1462,284,209,75
1979,2157,439,322,117
1980,5024,3162,2417,745
1981,1876,295,221,74
1982,1465,283,213,70
1983,3628,586,445,141
1984,1878,375,274,101
1985,3197,630,478,152
1986,4408,2361,1776,585
1987,3313,7361,5519,1842
1988,4970,2090,1563,527
1989,2061,352,262,90
1990,2396,485,370,115
1991,5746,1043,773,270
1992,1472,295,228,67
1993,5289,3588,2645,943
1994,3126,564,407,157
1995,3768,699,537,162
1996,4058,707,545,162
1997,3039,572,402,170
1998,3086,544,419,125
1999,3141,449,343,106
2000,1588,296,204,92
